zip,city,state
29803,Swansea,South Carolina
29609,Bluff City,South Carolina
30360,Atlanta,Georgia
33770,Detroit,Florida
27513,Cary,North Carolina
37421,Toney,Tennessee
60173,Itasca,Illinois
27025,Siler City,North Carolina
45011,Denver,Ohio
48604,null,Michigan
24450,Earlysville,Virginia
33708,Seminole,Florida
28739,Hendersonville,North Carolina
30110,Mission,Georgia
33781,Eustis,Florida
30097,Lawrenceville,Georgia
77065,Suncook,Texas
33603,Chicago,Florida
37921,Knoxville,Tennessee
30265,Newnan,Georgia
8753,Issaquah,New Jersey
33709,Seminole,Florida
33619,Land O' Lakes,Florida
33614,Bradenton,Florida
31406,null,Georgia
35150,null,Alabama
29407,Dorchester,South Carolina
34668,New Port Richey,Florida
34450,Lakeland,Florida
7104,Willingboro,New Jersey
32442,Dothan,Florida
36608,Columbus,Alabama
34275,Venice,Florida
34207,Marietta,Florida
44130,Chagrin Falls,Ohio
28412,Hampstead,North Carolina
30360,Fredericksburg,Georgia
28117,Mooresville,North Carolina
48603,Louisville,Michigan
30511,Columbus,Georgia
29841,Evans,South Carolina
15216,Saint Marys,Pennsylvania
30337,San Jose,Georgia
36606,Gulfport,Alabama
33777,Pinellas Park,Florida
31021,West Sacramento,Georgia
85016,Indianapolis,Arizona
7104,Bear,New Jersey
48603,null,Michigan
34982,Ft. Pierce,Florida
29609,Weaverville,South Carolina
33770,Deltona,Florida
61081,Rock Falls,Illinois
30223,Riverdale,Georgia
33166,Miami,Florida
34614,Inverness,Florida
31008,Macon,Georgia
34207,Lehigh Acres,Florida
29301,Travelers Rest,South Carolina
87107,Albuquerque,New Mexico
34207,Zephyrhills,Florida
28557,null,North Carolina
30337,null,Georgia
27958,Chesapeake,North Carolina
32442,Pensacola,Florida
61081,Freeport,Illinois
30540,Marietta,Georgia
34207,Longboat Key,Florida
33567,Palm Bay,Florida
37421,Whitwell,Tennessee
29609,Chapin,South Carolina
2767,Redmond,Massachusetts
63376,null,Missouri
48603,Phoenix,Michigan
53121,Elmhurst,Wisconsin
48603,Madison Heights,Michigan
48603,Lapeer,Michigan
32055,High Springs,Florida
32303,Bristol,Florida
39531,Biloxi,Mississippi
7104,Rahway,New Jersey
32060,Live Oak,Florida
29501,Kingstree,South Carolina
27603,Raleigh,North Carolina
3051,null,New Hampshire
29730,Hampstead,South Carolina
36801,Birmingham,Alabama
27262,High Point,North Carolina
28677,Salisbury,North Carolina
48603,Petoskey,Michigan
30360,Hampton,Georgia
29170,Covington,South Carolina
48640,Livonia,Michigan
35661,Muscle Shoals,Alabama
34748,Ottawa,Florida
33603,Tampa,Florida
36870,null,Alabama
48603,Northville,Michigan
32216,Port Saint Lucie,Florida
34982,Hazelwood,Florida
34275,Miami,Florida
29053,Charlotte,South Carolina
35405,Birmingham,Alabama
77373,Conroe,Texas
32771,Pompano Beach,Florida
33880,Mulberry,Florida
28083,Kingsland,North Carolina
8210,Mays Landing,New Jersey
34208,Hialeah,Florida
32824,Winter Park,Florida
33770,Staten Island,Florida
32505,Broussard,Florida
72956,Lowell,Arkansas
35216,Prattville,Alabama
33770,Saint Petersburg,Florida
28601,Lenoir,North Carolina
32405,Umatilla,Florida
22312,Portsmouth,Virginia
30075,Clemson,Georgia
45246,null,Ohio
34471,Winter Park,Florida
30501,Gainesville,Georgia
44130,Brunswick,Ohio
37055,null,Tennessee
37421,Nashville,Tennessee
33060,Pompano Beach,Florida
35805,Huntsville,Alabama
34223,Bradenton,Florida
33612,St. Augustine,Florida
36832,Moscow,Alabama
8753,null,New Jersey
27513,Stratford,North Carolina
7104,Monsey,New Jersey
32750,Lake Mary,Florida
29435,Johnsonville,South Carolina
48634,Bay City,Michigan
27549,Washington,North Carolina
31533,Waycross,Georgia
34207,Punta Gorda,Florida
34207,Myakka City,Florida
27592,Goldsboro,North Carolina
33567,Beckley,Florida
48604,Mount Pleasant,Michigan
27357,null,North Carolina
27604,Wake Forest,North Carolina
32804,Orlando,Florida
31535,Norman Park,Georgia
31545,Pembroke,Georgia
38237,Dresden,Tennessee
32505,Allen,Florida
32225,Jacksonville,Florida
31204,Athens,Georgia
34669,Port Richey,Florida
34448,Altamonte Springs,Florida
33604,Tampa,Florida
32308,null,Florida
35661,Killen,Alabama
30901,Augusta,Georgia
45601,Denver,Ohio
28752,Hickory,North Carolina
30135,Augusta,Georgia
32571,Pensacola,Florida
30120,null,Georgia
63376,St Louis,Missouri
61341,null,Illinois
30075,Atlanta,Georgia
30110,Bremen,Georgia
50707,Waterloo,Iowa
30014,Conyers,Georgia
32308,Dallas,Florida
33311,Fort Lauderdale,Florida
27358,Zebulon,North Carolina
28303,null,North Carolina
2132,Tulsa,Massachusetts
60173,Schaumburg,Illinois
32771,Lakeland,Florida
47331,Richmond,Indiana
27513,Portsmouth,North Carolina
34231,Stone Mountain,Florida
7104,Stamford,New Jersey
48603,Detroit,Michigan
35654,Savannah,Alabama
61455,Macomb,Illinois
38116,Alexander,Tennessee
36608,Mobile,Alabama
29651,null,South Carolina
34135,Naples,Florida
39301,Philadelphia,Mississippi
27893,Wilson,North Carolina
32134,Ocala,Florida
33563,Lakeland,Florida
72401,Plainfield,Arkansas
46038,Fishers,Indiana
67601,Hill City,Kansas
35085,null,Alabama
39560,Slidell,Mississippi
32750,Clermont,Florida
32216,Gainesville,Florida
77034,Sandia,Texas
61053,Stockton,Illinois
32534,McDavid,Florida
34205,Naples,Florida
27262,Greensboro,North Carolina
28806,Charlotte,North Carolina
32804,Maitland,Florida
28461,Durham,North Carolina
27603,Chicago,North Carolina
36606,Havana,Alabama
30092,null,Georgia
32548,Fort Walton Beach,Florida
31407,Richmond Hill,Georgia
34684,null,Florida
29841,null,South Carolina
31008,Hawkinsville,Georgia
34787,Chicago,Florida
31516,Waycross,Georgia
31217,Atlanta,Georgia
29651,Atlanta,South Carolina
39507,Tallahassee,Mississippi
7104,Matawan,New Jersey
37660,Elk Grove Village,Tennessee
23235,Charlottesville,Virginia
33770,Bradenton,Florida
30458,null,Georgia
29607,null,South Carolina
39648,McComb,Mississippi
7104,Eatontown,New Jersey
35570,Tuscaloosa,Alabama
31216,Byron,Georgia
29620,Hialeah,South Carolina
32442,Norcross,Florida
27030,Clemmons,North Carolina
30141,Cartersville,Georgia
28906,Waynesville,North Carolina
30824,Eatonton,Georgia
92675,Dana Point,California
34601,North Fort Myers,Florida
38827,San Bruno,Mississippi
33604,Fort Lauderdale,Florida
27263,Holly Springs,North Carolina
33912,Waldorf,Florida
34135,Alajuela,Florida
29651,Clemson,South Carolina
2653,South Portland,Massachusetts
34207,Naperville,Florida
34205,Tampa,Florida
30076,Dallas,Georgia
34207,Clearwater,Florida
53115,null,Wisconsin
30096,Lawrenceville,Georgia
27105,High Point,North Carolina
35501,Cedar Rapids,Alabama
32804,Pensacola,Florida
37311,Nashville,Tennessee
30060,Marietta,Georgia
37211,Murfreesboro,Tennessee
28401,Wilmington,North Carolina
31419,Lee's Summit,Georgia
34669,New Port Richey,Florida
30055,Monticello,Georgia
48603,Grand Rapids,Michigan
53115,Maquoketa,Wisconsin
33982,Fort Myers,Florida
4072,Bedford,Maine
30907,Aiken,Georgia
27104,Kernersville,North Carolina
33844,Wimauma,Florida
33708,Pinellas Park,Florida
29620,Greenwood,South Carolina
53051,Chicago,Wisconsin
80303,Commerce City,Colorado
32405,Altamonte Springs,Florida
94087,Sunnyvale,California
30115,Tampa,Georgia
34471,Saint Cloud,Florida
34601,Saint Petersburg,Florida
31093,Richmond Hill,Georgia
7104,Rensselaer,New Jersey
53045,South Milwaukee,Wisconsin
29607,Augusta,South Carolina
30909,Orlando,Georgia
29435,Walterboro,South Carolina
48603,Glendale,Michigan
29588,Myrtle Beach,South Carolina
39201,Ridgeland,Mississippi
77034,St Louis,Texas
28043,Marietta,North Carolina
27215,Novosibirsk,North Carolina
34450,Tampa,Florida
27828,Lillington,North Carolina
34207,Avon,Florida
27592,East Thetford,North Carolina
29611,Medellín,South Carolina
29609,Greenville,South Carolina
36580,Foley,Alabama
29301,Spartanburg,South Carolina
7104,Newark,New Jersey
32246,Spring Hill,Florida
32444,Lynn Haven,Florida
35080,Birmingham,Alabama
30046,Cleveland,Georgia
33548,Altamonte Springs,Florida
29418,Columbia,South Carolina
37660,Jonesborough,Tennessee
27405,King of Prussia,North Carolina
30513,Franklin,Georgia
30606,Winder,Georgia
33714,Brooklyn,Florida
33770,Paris,Florida
30360,Irving,Georgia
28791,Roswell,North Carolina
30474,Savannah,Georgia
28107,Charlotte,North Carolina
75142,Walkerton,Texas
27513,Greenville,North Carolina
29729,Rockingham,South Carolina
22046,McLean,Virginia
63042,Kansas City,Missouri
7104,Jersey City,New Jersey
35020,Birmingham,Alabama
34669,Jacksonville,Florida
40219,Goshen,Kentucky
45246,Fort Mitchell,Ohio
39201,Brandon,Mississippi
30115,Denham Springs,Georgia
75142,null,Texas
32301,Crawfordville,Florida
32771,Vero Beach,Florida
39507,Mobile,Mississippi
28358,Morehead City,North Carolina
30060,Kathleen,Georgia
36203,Lilburn,Alabama
31093,Smyrna,Georgia
48603,Holly,Michigan
29645,Lyman,South Carolina
77598,Edinburg,Texas
28311,Clayton,North Carolina
34207,Lakeland,Florida
32055,Melrose,Florida
29829,Potomac,South Carolina
28202,Charlotte,North Carolina
33770,Lady Lake,Florida
7104,Charleston,New Jersey
28562,Morehead City,North Carolina
32114,Hialeah,Florida
33825,Forney,Florida
30075,Lithonia,Georgia
34748,Pompano Beach,Florida
30096,Atlanta,Georgia
32571,Baton Rouge,Florida
37421,Harold,Tennessee
28731,Hendersonville,North Carolina
33612,Lake City,Florida
30060,Layton,Georgia
24210,Elizabethton,Virginia
22302,Suitland,Virginia
33709,Winter Garden,Florida
29645,Laurens,South Carolina
30060,Union City,Georgia
27604,Elk Grove Village,North Carolina
77598,Houston,Texas
7104,Weehawken,New Jersey
30906,Stone Mountain,Georgia
50131,Des Moines,Iowa
36567,Houston,Alabama
39507,Bay Saint Louis,Mississippi
34207,Ellenton,Florida
7104,Queens Village,New Jersey
30248,Fayetteville,Georgia
28303,Spring Lake,North Carolina
32808,Winter Garden,Florida
30076,Gwinner,Georgia
7104,Englewood,New Jersey
27610,Wilson,North Carolina
37814,null,Tennessee
27856,Raleigh,North Carolina
30907,null,Georgia
30114,Atlanta,Georgia
27856,Rocky Mount,North Carolina
4072,null,Maine
33901,Naples,Florida
31216,Marietta,Georgia
29649,Greenwood,South Carolina
60106,null,Illinois
42420,Owensboro,Kentucky
29609,Simpsonville,South Carolina
32534,Semmes,Florida
32040,Jacksonville,Florida
92675,Oshkosh,California
34207,Arcadia,Florida
53045,Mukwonago,Wisconsin
33566,Tampa,Florida
33770,The Bronx,Florida
33770,Livingston,Florida
33612,Jacksonville,Florida
28791,Greenville,North Carolina
27405,Mount Airy,North Carolina
27215,Greensboro,North Carolina
31204,null,Georgia
31032,Milledgeville,Georgia
22302,Lanham,Virginia
37421,Roswell,Tennessee
53045,Benton,Wisconsin
33825,Palm City,Florida
30060,East Brunswick,Georgia
34601,Port Richey,Florida
34475,Maitland,Florida
36867,Saint Petersburg,Alabama
53115,Madison,Wisconsin
31701,Albany,Georgia
39301,Germantown,Mississippi
30281,null,Georgia
32216,Chester,Florida
34689,Palm Harbor,Florida
33619,Lakeland,Florida
7104,Pottstown,New Jersey
36870,Opelika,Alabama
27513,Garner,North Carolina
33614,Inverness,Florida
77034,Tomball,Texas
61341,Ocean View,Illinois
27603,Durham,North Carolina
67301,Parsons,Kansas
33619,North Port,Florida
27030,Greensboro,North Carolina
22046,Upper Marlboro,Virginia
30075,Covington,Georgia
33612,Tampa,Florida
33801,Tampa,Florida
37209,Antioch,Tennessee
32566,Pensacola,Florida
34761,Ocoee,Florida
30341,Prospect,Georgia
39301,Starkville,Mississippi
1852,Seattle,Massachusetts
34243,Tallahassee,Florida
30126,Atlanta,Georgia
28461,Bolivia,North Carolina
34207,Belgrade,Florida
31406,Savannah,Georgia
62801,Salem,Illinois
35501,Oneonta,Alabama
28806,Easley,North Carolina
27596,Kill Devil Hills,North Carolina
30093,Alpharetta,Georgia
32578,Destin,Florida
29651,Jefferson,South Carolina
33770,Warren Township,Florida
30747,Canton,Georgia
28792,Hendersonville,North Carolina
39051,Kosciusko,Mississippi
67216,Wichita,Kansas
30115,Knoxville,Georgia
33311,Miami,Florida
35080,Bremen,Alabama
7104,Williston,New Jersey
30253,Atlanta,Georgia
34475,Beverly Hills,Florida
27403,null,North Carolina
30046,Atlanta,Georgia
34243,Ladson,Florida
33709,Orlando,Florida
31032,Fitzgerald,Georgia
30161,Dallas,Georgia
29671,Belgrade,South Carolina
29720,Louisville,South Carolina
28273,Durham,North Carolina
38583,Lafayette,Tennessee
29732,Mauldin,South Carolina
38330,Decaturville,Tennessee
29418,null,South Carolina
32308,Havana,Florida
61455,Washington,Illinois
34982,Aurora,Florida
44130,Cleveland,Ohio
31324,Savannah,Georgia
1852,Lancaster,Massachusetts
29456,Summerville,South Carolina
29376,Asheville,South Carolina
33614,Altamonte Springs,Florida
30046,Morrow,Georgia
27596,null,North Carolina
18915,Royersford,Pennsylvania
39531,Gulfport,Mississippi
28461,Supply,North Carolina
27834,Asheboro,North Carolina
37421,Hixson,Tennessee
32303,Mt. Pleasant,Florida
33523,Dade City,Florida
27405,McLeansville,North Carolina
29526,North Myrtle Beach,South Carolina
37311,Chattanooga,Tennessee
31503,Atlanta,Georgia
30458,Hinesville,Georgia
30126,Roswell,Georgia
32578,Niceville,Florida
32609,League City,Florida
27105,Mocksville,North Carolina
29732,Ashland,South Carolina
29731,Rock Hill,South Carolina
27604,Knightdale,North Carolina
60543,Chicago,Illinois
27603,Wilmington,North Carolina
77598,New Westminster,Texas
33614,Lakeland,Florida
8210,North Andover,New Jersey
32246,Athens,Florida
28806,Duluth,North Carolina
37421,Soddy-Daisy,Tennessee
7104,Little Falls,New Jersey
30901,Chicopee,Georgia
61081,DeKalb,Illinois
30319,Marietta,Georgia
34207,Westerly,Florida
20176,Annandale,Virginia
32839,Bradenton,Florida
33023,Palm Beach Gardens,Florida
34207,Seminole,Florida
30016,Lithonia,Georgia
28212,Cornelius,North Carolina
27215,Mocksville,North Carolina
34748,Louisville,Florida
29645,Enoree,South Carolina
7104,Hillside,New Jersey
38330,Humboldt,Tennessee
48603,Marquette,Michigan
32304,Tallahassee,Florida
34448,Summerfield,Florida
28110,Sylva,North Carolina
38834,Olive Branch,Mississippi
42303,Owensboro,Kentucky
28601,Charlotte,North Carolina
30115,Cumming,Georgia
34231,Punta Gorda,Florida
31501,Apopka,Georgia
7104,Bethesda,New Jersey
48603,Tawas City,Michigan
29170,Leesville,South Carolina
29732,Medford,South Carolina
28110,Ashland,North Carolina
33781,Apopka,Florida
32750,St. Augustine,Florida
32060,Alachua,Florida
33714,Apopka,Florida
33563,null,Florida
30474,Fitzgerald,Georgia
37055,Mount Juliet,Tennessee
77034,Port Neches,Texas
29461,Summerville,South Carolina
28303,Fayetteville,North Carolina
30540,Ball Ground,Georgia
33523,Clearwater,Florida
32043,Orange Park,Florida
29645,Fort Mill,South Carolina
18915,Camden,Pennsylvania
34231,null,Florida
48603,Stratham,Michigan
29645,Hendersonville,South Carolina
28730,Fredericksburg,North Carolina
32205,Jacksonville,Florida
31757,Nicholasville,Georgia
28412,Buford,North Carolina
32233,Lake City,Florida
27260,Winston-Salem,North Carolina
37421,Marietta,Tennessee
30360,Montgomery,Georgia
29649,Southern Pines,South Carolina
33781,Byron,Florida
37421,Madison,Tennessee
32405,Graceville,Florida
32824,Orlando,Florida
22302,null,Virginia
27592,Spring Lake,North Carolina
30134,Louisville,Georgia
64116,Cleveland,Missouri
28806,Waynesville,North Carolina
39507,Biloxi,Mississippi
74145,Claremore,Oklahoma
53115,Delavan,Wisconsin
28401,Greensboro,North Carolina
28806,Taylorsville,North Carolina
27030,Raleigh,North Carolina
8037,Tuckerton,New Jersey
33064,Greenwood,Florida
28677,Chicago,North Carolina
29728,Matthews,South Carolina
28574,Kenly,North Carolina
7104,Athens,New Jersey
39507,Daphne,Mississippi
